student_id,name,gender,age,grade_level,parental_education,study_hours_per_week,attendance_rate,internet_access,extracurricular_activities,test_prep_course,sleep_hours,previous_score,math_score,science_score,english_score,final_score,passed,risk_level,stem_average,overall_subject_avg,study_attendance_index,score_delta
STU12688,Gaurav Agarwal,Male,19,Grade 11,Associate Degree,5.5,89.3,Yes,Yes,Completed,5.6,54.5,55.0,55.0,49.0,53.7,Yes,High,55.0,53.0,4.91,-0.8
STU12689,Karan Iyer,Male,18,Grade 12,Bachelor's Degree,10.1,95.5,Yes,No,Not Completed,8.3,53.0,51.0,46.0,41.0,50.3,Yes,High,48.5,46.0,9.65,-2.7
STU12690,Aman Chopra,Female,15,Grade 11,Bachelor's Degree,6.4,74.4,Yes,Yes,Not Completed,6.5,56.7,48.0,59.0,67.0,60.9,Yes,Medium,53.5,58.0,4.76,4.2
STU12691,Gaurav Reddy,Male,16,Grade 10,Master's Degree,7.1,82.9,Yes,Yes,Not Completed,7.3,45.2,38.0,55.0,38.0,45.7,No,High,46.5,43.7,5.89,0.5
STU12692,Ishaan Chatterjee,Female,16,Grade 10,Some College,4.1,95.3,No,Yes,Not Completed,7.0,43.7,56.0,46.0,51.0,49.1,No,High,51.0,51.0,3.91,5.4
STU12693,Harsh Krishnan,Female,18,Grade 11,Associate Degree,5.9,89.9,Yes,Yes,Not Completed,10.0,53.4,49.0,53.0,52.0,55.5,Yes,Medium,51.0,51.3,5.3,2.1
STU12694,Ishaan Chatterjee,Male,16,Grade 12,Associate Degree,10.5,46.3,Yes,Yes,Not Completed,8.6,35.0,35.0,43.0,30.0,36.9,No,High,39.0,36.0,4.86,1.9
STU12695,Neha Bhatt,Male,15,Grade 11,Some College,10.1,82.5,Yes,No,Completed,6.4,61.6,68.0,58.0,57.0,65.3,Yes,Medium,63.0,61.0,8.33,3.7
STU12696,Meera Menon,Male,17,Grade 12,Some College,8.5,79.2,Yes,No,Completed,9.0,45.4,51.0,50.0,48.0,52.2,Yes,High,50.5,49.7,6.73,6.8
STU12697,Karan Roy,Male,19,Grade 12,Associate Degree,12.9,86.6,Yes,Yes,Not Completed,6.8,45.0,37.0,46.0,41.0,52.5,Yes,High,41.5,41.3,11.17,7.5
STU12698,Ishaan Verma,Male,19,Grade 12,Associate Degree,2.9,70.9,Yes,Yes,Not Completed,7.4,36.1,31.0,35.0,30.0,33.2,No,High,33.0,32.0,2.06,-2.9
STU12699,Nisha Roy,Male,19,Grade 12,Some College,15.9,45.0,Yes,Yes,Not Completed,7.3,43.1,47.0,46.0,49.0,48.3,No,High,46.5,47.3,7.16,5.2
STU12700,Rahul Das,Male,16,Grade 11,High School,4.4,62.3,No,Yes,Not Completed,6.4,35.0,29.0,44.0,29.0,37.9,No,High,36.5,34.0,2.74,2.9
STU12701,Anjali Malhotra,Female,19,Grade 12,High School,2.0,84.9,Yes,Yes,Not Completed,5.9,38.9,27.0,47.0,43.0,41.0,No,High,37.0,39.0,1.7,2.1
STU12702,Aman Sharma,Male,18,Grade 10,Some College,9.3,76.5,Yes,No,Completed,5.8,47.6,35.0,49.0,51.0,50.5,Yes,High,42.0,45.0,7.11,2.9
STU12703,Diya Das,Female,15,Grade 11,Some College,14.8,84.9,Yes,Yes,Not Completed,7.3,50.1,47.0,50.0,40.0,49.5,No,High,48.5,45.7,12.57,-0.6
STU12704,Gaurav Banerjee,Female,15,Grade 12,Associate Degree,8.1,83.0,Yes,Yes,Not Completed,5.7,47.2,46.0,58.0,53.0,45.1,No,High,52.0,52.3,6.72,-2.1
STU12705,Lavanya Rao,Female,15,Grade 12,High School,20.0,57.8,Yes,Yes,Not Completed,7.1,59.0,45.0,59.0,52.0,45.1,No,High,52.0,52.0,11.56,-13.9
STU12706,Lavanya Sen,Female,15,Grade 11,Master's Degree,3.9,71.5,Yes,No,Not Completed,5.8,35.5,36.0,46.0,28.0,41.0,No,High,41.0,36.7,2.79,5.5
STU12707,Abhinav Shukla,Female,17,Grade 12,Bachelor's Degree,13.4,89.6,Yes,No,Not Completed,7.9,59.4,53.0,53.0,45.0,57.5,Yes,Medium,53.0,50.3,12.01,-1.9
STU12708,Aarav Banerjee,Male,17,Grade 11,High School,13.6,93.7,Yes,No,Not Completed,5.8,58.3,58.0,64.0,55.0,66.9,Yes,Medium,61.0,59.0,12.74,8.6
STU12709,Kritika Mishra,Male,19,Grade 11,High School,2.0,78.3,Yes,No,Not Completed,7.2,35.0,33.0,36.0,28.0,35.9,No,High,34.5,32.3,1.57,0.9
STU12710,Rahul Shukla,Female,15,Grade 12,Master's Degree,16.2,75.1,No,No,Not Completed,8.2,58.3,51.0,60.0,50.0,56.0,Yes,Medium,55.5,53.7,12.17,-2.3
STU12711,Diya Nair,Female,17,Grade 10,Bachelor's Degree,3.8,59.5,Yes,No,Not Completed,6.8,35.0,35.0,25.0,29.0,35.7,No,High,30.0,29.7,2.26,0.7
STU12712,Rahul Bose,Female,16,Grade 12,High School,8.6,77.7,Yes,Yes,Completed,9.4,57.3,56.0,53.0,51.0,54.9,Yes,High,54.5,53.3,6.68,-2.4
STU12713,Kritika Jain,Male,19,Grade 12,High School,5.9,81.2,Yes,No,Completed,8.8,50.6,38.0,48.0,48.0,37.4,No,High,43.0,44.7,4.79,-13.2
STU12714,Suresh Dhawan,Male,16,Grade 10,High School,8.8,63.8,No,No,Not Completed,6.3,43.1,40.0,45.0,39.0,41.1,No,High,42.5,41.3,5.61,-2.0
STU12715,Aarav Choudhary,Female,15,Grade 12,High School,2.9,82.7,Yes,No,Completed,8.1,45.5,40.0,42.0,53.0,41.2,No,High,41.0,45.0,2.4,-4.3
STU12716,Diya Verma,Female,18,Grade 10,High School,4.6,95.8,Yes,Yes,Not Completed,6.4,41.5,35.0,32.0,42.0,37.2,No,High,33.5,36.3,4.41,-4.3
STU12717,Karan Reddy,Female,16,Grade 12,Some College,13.5,85.3,Yes,Yes,Not Completed,6.6,53.8,50.0,50.0,59.0,52.3,Yes,High,50.0,53.0,11.52,-1.5
STU12718,Harsh Menon,Male,17,Grade 11,High School,15.5,79.4,Yes,No,Completed,8.2,57.9,54.0,55.0,57.0,59.2,Yes,Medium,54.5,55.3,12.31,1.3
STU12719,Kartik Krishnan,Female,19,Grade 11,Bachelor's Degree,8.3,93.7,Yes,Yes,Not Completed,7.5,63.3,52.0,52.0,44.0,54.2,Yes,High,52.0,49.3,7.78,-9.1
STU12720,Siddharth Jain,Male,17,Grade 11,Bachelor's Degree,2.6,89.3,Yes,No,Not Completed,7.9,40.5,36.0,49.0,43.0,52.3,Yes,High,42.5,42.7,2.32,11.8
STU12721,Bhavna Deshmukh,Female,19,Grade 10,High School,8.9,91.9,Yes,No,Not Completed,7.6,48.9,52.0,53.0,47.0,53.3,Yes,High,52.5,50.7,8.18,4.4
STU12722,Ishaan Dhawan,Female,18,Grade 12,High School,5.3,65.6,Yes,Yes,Completed,6.0,38.3,45.0,35.0,35.0,37.3,No,High,40.0,38.3,3.48,-1.0
STU12723,Harsh Ghosh,Male,15,Grade 12,High School,6.8,68.4,Yes,Yes,Not Completed,6.9,37.8,32.0,39.0,28.0,34.0,No,High,35.5,33.0,4.65,-3.8
STU12724,Tara Pandey,Female,15,Grade 11,Some College,9.4,79.2,Yes,Yes,Completed,5.6,51.5,47.0,61.0,50.0,55.1,Yes,Medium,54.0,52.7,7.44,3.6
STU12725,Lavanya Pandey,Male,16,Grade 12,High School,2.0,53.2,Yes,No,Completed,6.6,38.7,25.0,36.0,42.0,31.1,No,High,30.5,34.3,1.06,-7.6
STU12726,Neha Banerjee,Male,17,Grade 10,High School,14.6,82.0,Yes,Yes,Not Completed,6.1,48.5,51.0,39.0,42.0,40.2,No,High,45.0,44.0,11.97,-8.3
STU12727,Anjali Sharma,Female,18,Grade 11,Bachelor's Degree,8.1,93.3,Yes,No,Completed,6.9,76.3,58.0,73.0,73.0,67.5,Yes,Medium,65.5,68.0,7.56,-8.8
STU12728,Bhavna Banerjee,Female,19,Grade 11,Some College,19.6,45.0,No,No,Completed,6.9,37.9,47.0,40.0,36.0,48.1,No,High,43.5,41.0,8.82,10.2
STU12729,Tanvi Nair,Male,17,Grade 12,Master's Degree,6.5,85.2,No,No,Not Completed,6.4,50.1,40.0,51.0,39.0,41.1,No,High,45.5,43.3,5.54,-9.0
STU12730,Aarav Sen,Male,15,Grade 12,Associate Degree,17.3,92.9,Yes,No,Not Completed,7.5,69.3,65.0,67.0,76.0,73.5,Yes,Medium,66.0,69.3,16.07,4.2
STU12731,Simran Das,Male,15,Grade 12,Associate Degree,14.7,67.7,Yes,Yes,Completed,8.1,57.1,56.0,56.0,53.0,56.5,Yes,Medium,56.0,55.0,9.95,-0.6
STU12732,Preeti Tiwari,Male,15,Grade 12,High School,14.1,80.1,Yes,No,Not Completed,8.3,55.2,60.0,52.0,50.0,56.4,Yes,Medium,56.0,54.0,11.29,1.2
STU12733,Priya Das,Male,18,Grade 10,Some College,12.8,94.2,Yes,Yes,Not Completed,7.2,57.2,57.0,59.0,48.0,64.6,Yes,Medium,58.0,54.7,12.06,7.4
STU12734,Aman Dubey,Female,15,Grade 11,Some College,6.9,62.5,No,No,Not Completed,6.4,36.0,25.0,38.0,33.0,35.0,No,High,31.5,32.0,4.31,-1.0
STU12735,Priya Roy,Female,16,Grade 10,Bachelor's Degree,3.7,90.1,Yes,No,Not Completed,6.6,47.1,57.0,39.0,47.0,53.3,Yes,High,48.0,47.7,3.33,6.2
STU12736,Sneha Bhatt,Female,15,Grade 11,Associate Degree,9.2,81.4,Yes,Yes,Not Completed,5.3,43.4,38.0,42.0,34.0,44.3,No,High,40.0,38.0,7.49,0.9
STU12737,Abhinav Singh,Male,15,Grade 12,Associate Degree,8.7,92.2,Yes,Yes,Not Completed,8.4,58.2,57.0,58.0,56.0,58.6,Yes,Medium,57.5,57.0,8.02,0.4
STU12738,Simran Banerjee,Female,17,Grade 12,High School,5.7,90.2,Yes,Yes,Not Completed,8.5,42.7,37.0,42.0,42.0,50.8,Yes,High,39.5,40.3,5.14,8.1
STU12739,Karan Mehta,Male,19,Grade 10,Some College,10.7,84.7,Yes,No,Completed,7.7,52.8,47.0,50.0,41.0,50.3,Yes,High,48.5,46.0,9.06,-2.5
STU12740,Mohit Sheikh,Male,15,Grade 10,Some College,15.5,83.0,Yes,No,Completed,8.0,53.3,51.0,50.0,55.0,51.3,Yes,High,50.5,52.0,12.86,-2.0
STU12741,Aditya Chopra,Female,17,Grade 10,Bachelor's Degree,14.5,70.6,Yes,No,Not Completed,7.0,49.7,50.0,55.0,47.0,49.7,No,High,52.5,50.7,10.24,0.0
STU12742,Riya Srivastava,Female,17,Grade 12,Associate Degree,10.5,56.8,Yes,No,Completed,7.2,49.0,50.0,55.0,49.0,54.4,Yes,High,52.5,51.3,5.96,5.4
STU12743,Aditya Chopra,Male,16,Grade 12,Associate Degree,6.8,65.5,Yes,No,Not Completed,8.0,40.4,48.0,25.0,42.0,42.0,No,High,36.5,38.3,4.45,1.6
STU12744,Anjali Sharma,Male,17,Grade 12,Associate Degree,6.4,58.2,Yes,Yes,Not Completed,7.3,41.3,42.0,52.0,38.0,50.0,Yes,High,47.0,44.0,3.72,8.7
STU12745,Nikhil Krishnan,Male,18,Grade 12,Master's Degree,7.7,79.7,Yes,No,Not Completed,7.3,61.4,74.0,57.0,57.0,68.9,Yes,Medium,65.5,62.7,6.14,7.5
STU12746,Gaurav Joshi,Male,15,Grade 10,Bachelor's Degree,7.7,79.9,Yes,Yes,Not Completed,7.7,57.3,51.0,61.0,55.0,51.8,Yes,High,56.0,55.7,6.15,-5.5
STU12747,Sneha Kapoor,Female,16,Grade 11,Master's Degree,3.1,63.7,Yes,Yes,Not Completed,6.2,35.4,39.0,30.0,28.0,35.6,No,High,34.5,32.3,1.97,0.2
STU12748,Kritika Patel,Female,15,Grade 10,Bachelor's Degree,4.8,77.1,Yes,Yes,Completed,6.0,48.1,42.0,57.0,49.0,52.3,Yes,High,49.5,49.3,3.7,4.2
STU12749,Abhinav Khan,Male,15,Grade 12,Bachelor's Degree,13.3,82.9,Yes,No,Not Completed,6.8,61.5,46.0,45.0,67.0,55.3,Yes,Medium,45.5,52.7,11.03,-6.2
STU12750,Kavya Mishra,Female,16,Grade 11,Some College,3.7,88.9,Yes,Yes,Completed,7.0,57.8,45.0,61.0,54.0,60.1,Yes,Medium,53.0,53.3,3.29,2.3
STU12751,Ananya Jain,Male,16,Grade 11,Some College,15.3,76.0,Yes,No,Not Completed,7.8,53.1,50.0,52.0,60.0,60.3,Yes,Medium,51.0,54.0,11.63,7.2
STU12752,Kabir Bose,Male,18,Grade 10,High School,19.6,55.3,Yes,Yes,Completed,8.8,52.5,52.0,45.0,46.0,44.5,No,High,48.5,47.7,10.84,-8.0
STU12753,Aditya Dhawan,Female,16,Grade 11,High School,10.3,94.3,Yes,Yes,Not Completed,6.8,57.6,56.0,68.0,67.0,70.6,Yes,Medium,62.0,63.7,9.71,13.0
STU12754,Rahul Srivastava,Male,15,Grade 11,Associate Degree,8.6,75.1,No,No,Completed,7.7,48.4,47.0,52.0,46.0,42.3,No,High,49.5,48.3,6.46,-6.1
STU12755,Nikhil Dutta,Male,17,Grade 12,Some College,13.5,81.4,Yes,No,Not Completed,5.9,61.8,55.0,62.0,65.0,56.9,Yes,Medium,58.5,60.7,10.99,-4.9
STU12756,Bhavna Srivastava,Female,15,Grade 12,Some College,8.7,88.1,Yes,Yes,Completed,6.2,50.2,40.0,47.0,37.0,38.6,No,High,43.5,41.3,7.66,-11.6
STU12757,Siddharth Verma,Female,18,Grade 11,Some College,25.5,81.3,Yes,No,Completed,7.1,69.4,81.0,86.0,65.0,80.4,Yes,Low,83.5,77.3,20.73,11.0
STU12758,Deepika Saxena,Female,17,Grade 12,High School,12.8,91.9,Yes,No,Not Completed,6.1,42.6,34.0,40.0,49.0,41.6,No,High,37.0,41.0,11.76,-1.0
STU12759,Kartik Shukla,Male,15,Grade 12,Bachelor's Degree,8.0,90.0,Yes,Yes,Completed,8.3,64.1,79.0,71.0,62.0,73.7,Yes,Medium,75.0,70.7,7.2,9.6
STU12760,Nisha Tiwari,Female,18,Grade 11,Associate Degree,2.1,79.7,No,No,Not Completed,5.6,36.3,40.0,34.0,39.0,42.9,No,High,37.0,37.7,1.67,6.6
STU12761,Rohan Krishnan,Female,18,Grade 10,Some College,7.1,93.3,Yes,No,Not Completed,6.6,38.6,43.0,30.0,43.0,44.3,No,High,36.5,38.7,6.62,5.7
STU12762,Lavanya Dutta,Male,17,Grade 12,Bachelor's Degree,2.2,93.2,Yes,No,Not Completed,6.6,37.3,33.0,39.0,40.0,35.8,No,High,36.0,37.3,2.05,-1.5
STU12763,Siddharth Dutta,Female,17,Grade 12,Bachelor's Degree,7.8,92.8,Yes,No,Not Completed,7.2,54.7,48.0,53.0,58.0,55.7,Yes,Medium,50.5,53.0,7.24,1.0
STU12764,Arjun Pandey,Female,16,Grade 11,Associate Degree,7.9,64.6,Yes,Yes,Completed,9.0,46.9,45.0,36.0,57.0,42.9,No,High,40.5,46.0,5.1,-4.0
STU12765,Aman Rao,Male,15,Grade 10,Some College,2.1,97.2,Yes,Yes,Completed,6.4,50.8,40.0,57.0,53.0,55.8,Yes,Medium,48.5,50.0,2.04,5.0
STU12766,Nikhil Mishra,Female,18,Grade 12,Associate Degree,3.6,69.4,Yes,Yes,Not Completed,4.3,45.2,37.0,38.0,47.0,39.6,No,High,37.5,40.7,2.5,-5.6
STU12767,Riya Patel,Male,19,Grade 11,Master's Degree,4.8,80.4,Yes,Yes,Not Completed,7.7,54.0,58.0,65.0,55.0,56.6,Yes,Medium,61.5,59.3,3.86,2.6
STU12768,Kritika Bose,Male,18,Grade 11,Bachelor's Degree,9.4,58.5,Yes,No,Not Completed,5.9,45.9,43.0,38.0,39.0,41.3,No,High,40.5,40.0,5.5,-4.6
STU12769,Kavya Tiwari,Male,19,Grade 11,High School,10.6,84.3,No,Yes,Completed,4.4,48.5,34.0,48.0,50.0,43.3,No,High,41.0,44.0,8.94,-5.2
STU12770,Aman Sheikh,Male,15,Grade 10,Bachelor's Degree,9.1,71.6,Yes,Yes,Completed,9.2,50.7,48.0,38.0,60.0,39.6,No,High,43.0,48.7,6.52,-11.1
STU12771,Kartik Nair,Male,18,Grade 11,High School,2.0,82.8,Yes,No,Not Completed,7.6,35.0,30.0,38.0,28.0,34.5,No,High,34.0,32.0,1.66,-0.5
STU12772,Akash Sheikh,Female,16,Grade 12,High School,12.6,79.9,Yes,No,Not Completed,6.1,50.1,43.0,53.0,43.0,48.5,No,High,48.0,46.3,10.07,-1.6
STU12773,Ishaan Mishra,Female,19,Grade 10,High School,4.4,89.1,Yes,Yes,Not Completed,8.3,35.0,27.0,32.0,34.0,34.3,No,High,29.5,31.0,3.92,-0.7
STU12774,Kabir Rao,Female,15,Grade 11,Bachelor's Degree,6.7,60.4,Yes,Yes,Completed,6.9,41.2,40.0,43.0,30.0,40.2,No,High,41.5,37.7,4.05,-1.0
STU12775,Diya Pandey,Male,18,Grade 10,Master's Degree,14.5,94.3,Yes,Yes,Not Completed,9.8,62.8,60.0,55.0,55.0,57.4,Yes,Medium,57.5,56.7,13.67,-5.4
STU12776,Lavanya Sharma,Female,16,Grade 10,Associate Degree,11.9,83.3,Yes,No,Not Completed,6.4,57.0,67.0,52.0,51.0,57.8,Yes,Medium,59.5,56.7,9.91,0.8
STU12777,Pooja Mishra,Female,16,Grade 10,High School,2.5,97.7,Yes,No,Completed,6.1,49.4,45.0,41.0,51.0,46.6,No,High,43.0,45.7,2.44,-2.8
STU12778,Nisha Menon,Female,16,Grade 10,Bachelor's Degree,6.9,92.9,Yes,No,Completed,5.0,66.2,51.0,65.0,72.0,68.9,Yes,Medium,58.0,62.7,6.41,2.7
STU12779,Swati Shukla,Male,15,Grade 11,High School,7.5,88.9,No,No,Not Completed,8.1,44.8,34.0,49.0,42.0,42.6,No,High,41.5,41.7,6.67,-2.2
STU12780,Ishaan Pandey,Female,18,Grade 12,High School,5.3,84.9,Yes,Yes,Not Completed,7.2,35.0,26.0,42.0,29.0,36.9,No,High,34.0,32.3,4.5,1.9
STU12781,Swati Sheikh,Female,18,Grade 12,Associate Degree,11.2,78.0,Yes,Yes,Completed,8.1,65.5,70.0,58.0,63.0,66.7,Yes,Medium,64.0,63.7,8.74,1.2
STU12782,Siddharth Pillai,Female,15,Grade 11,Associate Degree,10.7,82.5,Yes,Yes,Completed,8.5,66.0,64.0,65.0,64.0,63.0,Yes,Medium,64.5,64.3,8.83,-3.0
STU12783,Kabir Deshmukh,Female,18,Grade 11,Associate Degree,3.2,94.9,Yes,No,Completed,6.6,57.1,49.0,59.0,59.0,58.4,Yes,Medium,54.0,55.7,3.04,1.3
STU12784,Aryan Menon,Male,19,Grade 10,High School,5.5,97.1,Yes,No,Not Completed,6.8,42.3,44.0,39.0,46.0,48.1,No,High,41.5,43.0,5.34,5.8
STU12785,Nikhil Ghosh,Female,16,Grade 12,Bachelor's Degree,7.6,60.4,Yes,No,Not Completed,7.4,40.2,36.0,28.0,47.0,41.1,No,High,32.0,37.0,4.59,0.9
STU12786,Riya Iyer,Male,17,Grade 11,Bachelor's Degree,20.4,75.6,Yes,Yes,Not Completed,8.6,72.9,56.0,70.0,71.0,63.7,Yes,Medium,63.0,65.7,15.42,-9.2
STU12787,Kartik Sharma,Male,15,Grade 12,High School,17.2,74.6,Yes,Yes,Not Completed,7.4,53.8,52.0,39.0,48.0,49.7,No,High,45.5,46.3,12.83,-4.1
STU12788,Dev Malhotra,Male,16,Grade 10,Associate Degree,11.7,62.7,Yes,Yes,Not Completed,7.4,46.4,44.0,52.0,29.0,36.0,No,High,48.0,41.7,7.34,-10.4
STU12789,Nisha Mishra,Male,15,Grade 11,High School,15.8,70.1,Yes,No,Not Completed,7.5,50.0,58.0,54.0,54.0,57.9,Yes,Medium,56.0,55.3,11.08,7.9
STU12790,Siddharth Kapoor,Male,16,Grade 11,High School,4.2,57.8,No,Yes,Not Completed,7.6,35.0,25.0,34.0,41.0,34.1,No,High,29.5,33.3,2.43,-0.9
STU12791,Pooja Jain,Male,15,Grade 11,High School,11.6,65.9,Yes,Yes,Not Completed,6.8,44.0,43.0,39.0,40.0,41.3,No,High,41.0,40.7,7.64,-2.7
STU12792,Manav Kapoor,Female,18,Grade 12,Bachelor's Degree,7.5,81.0,Yes,Yes,Completed,6.3,52.1,59.0,49.0,44.0,52.0,Yes,High,54.0,50.7,6.08,-0.1
STU12793,Bhavna Nair,Male,15,Grade 11,Some College,9.6,54.7,Yes,Yes,Completed,8.0,38.5,42.0,51.0,34.0,45.8,No,High,46.5,42.3,5.25,7.3
STU12794,Swati Nair,Male,15,Grade 10,Master's Degree,9.1,69.1,Yes,No,Completed,6.3,58.9,55.0,56.0,47.0,50.6,Yes,High,55.5,52.7,6.29,-8.3
STU12795,Karan Malhotra,Male,18,Grade 10,High School,6.9,87.7,Yes,No,Not Completed,6.9,37.6,40.0,42.0,35.0,43.4,No,High,41.0,39.0,6.05,5.8
STU12796,Shreya Sheikh,Male,15,Grade 11,Master's Degree,7.5,73.9,Yes,Yes,Not Completed,7.3,53.3,52.0,50.0,54.0,52.5,Yes,High,51.0,52.0,5.54,-0.8
STU12797,Tara Tiwari,Female,19,Grade 11,Bachelor's Degree,6.7,70.1,Yes,No,Not Completed,7.2,50.4,60.0,48.0,56.0,49.1,No,High,54.0,54.7,4.7,-1.3
STU12798,Kartik Khan,Male,17,Grade 12,High School,7.3,88.1,Yes,Yes,Not Completed,5.0,56.5,58.0,45.0,62.0,53.3,Yes,High,51.5,55.0,6.43,-3.2
STU12799,Aisha Krishnan,Female,18,Grade 12,High School,5.2,82.5,No,No,Not Completed,6.1,35.0,25.0,41.0,46.0,40.9,No,High,33.0,37.3,4.29,5.9
STU12800,Siddharth Joshi,Female,15,Grade 11,Associate Degree,2.3,87.8,No,No,Not Completed,8.6,41.3,48.0,43.0,44.0,50.6,Yes,High,45.5,45.0,2.02,9.3
STU12801,Preeti Dutta,Male,16,Grade 12,High School,14.2,88.7,Yes,Yes,Completed,7.7,64.1,63.0,57.0,60.0,66.9,Yes,Medium,60.0,60.0,12.6,2.8
STU12802,Ritu Pillai,Male,15,Grade 11,Associate Degree,4.3,75.8,Yes,Yes,Completed,9.2,54.1,48.0,56.0,41.0,50.5,Yes,High,52.0,48.3,3.26,-3.6
STU12803,Aryan Gupta,Female,18,Grade 11,Some College,8.3,89.0,Yes,No,Not Completed,6.6,51.2,39.0,36.0,47.0,45.8,No,High,37.5,40.7,7.39,-5.4
STU12804,Aisha Singh,Male,17,Grade 11,Associate Degree,5.2,83.1,Yes,No,Not Completed,7.4,35.0,27.0,38.0,34.0,36.3,No,High,32.5,33.0,4.32,1.3
STU12805,Tanvi Saxena,Female,19,Grade 11,Bachelor's Degree,7.2,84.6,Yes,Yes,Completed,7.6,53.2,62.0,47.0,47.0,52.7,Yes,High,54.5,52.0,6.09,-0.5
STU12806,Riya Saxena,Male,18,Grade 10,High School,6.8,89.5,No,Yes,Completed,5.6,55.4,49.0,37.0,51.0,51.4,Yes,High,43.0,45.7,6.09,-4.0
STU12807,Harsh Deshmukh,Male,15,Grade 12,High School,17.6,77.1,Yes,Yes,Completed,4.9,49.1,37.0,47.0,42.0,49.9,No,High,42.0,42.0,13.57,0.8
STU12808,Meera Pandey,Female,19,Grade 12,Associate Degree,11.8,55.6,No,Yes,Completed,5.7,44.0,33.0,39.0,43.0,42.7,No,High,36.0,38.3,6.56,-1.3
STU12809,Zara Iyer,Female,15,Grade 12,Some College,6.3,81.1,Yes,No,Not Completed,6.7,41.3,46.0,34.0,44.0,41.9,No,High,40.0,41.3,5.11,0.6
STU12810,Arjun Malhotra,Female,18,Grade 11,Some College,13.3,81.2,No,No,Not Completed,8.2,50.1,60.0,50.0,42.0,58.0,Yes,Medium,55.0,50.7,10.8,7.9
STU12811,Simran Pandey,Male,19,Grade 10,Bachelor's Degree,9.6,87.0,Yes,No,Completed,6.8,58.7,47.0,68.0,48.0,59.9,Yes,Medium,57.5,54.3,8.35,1.2
STU12812,Sanjay Chatterjee,Male,15,Grade 10,Associate Degree,2.8,73.1,Yes,No,Completed,6.3,36.6,46.0,37.0,38.0,46.0,No,High,41.5,40.3,2.05,9.4
STU12813,Karan Khan,Female,16,Grade 12,Some College,5.9,69.5,No,Yes,Not Completed,8.5,35.0,42.0,25.0,38.0,46.0,No,High,33.5,35.0,4.1,11.0
STU12814,Sanjay Nair,Male,19,Grade 12,High School,10.6,87.0,Yes,Yes,Completed,7.1,60.9,63.0,59.0,53.0,64.9,Yes,Medium,61.0,58.3,9.22,4.0
STU12815,Sneha Rao,Male,18,Grade 11,Master's Degree,20.4,86.0,Yes,No,Not Completed,6.1,78.7,76.0,68.0,78.0,79.1,Yes,Low,72.0,74.0,17.54,0.4
STU12816,Priya Kapoor,Male,15,Grade 11,High School,13.6,97.4,Yes,No,Not Completed,7.4,58.0,59.0,51.0,63.0,62.0,Yes,Medium,55.0,57.7,13.25,4.0
STU12817,Meera Banerjee,Male,17,Grade 12,Bachelor's Degree,13.6,59.7,Yes,No,Not Completed,4.1,50.1,54.0,56.0,55.0,57.9,Yes,Medium,55.0,55.0,8.12,7.8
STU12818,Kartik Dubey,Female,15,Grade 11,Bachelor's Degree,9.6,87.4,Yes,Yes,Completed,5.5,63.9,64.0,68.0,59.0,65.0,Yes,Medium,66.0,63.7,8.39,1.1
STU12819,Akash Das,Female,18,Grade 11,High School,12.3,97.8,Yes,No,Completed,8.4,64.6,64.0,57.0,75.0,58.7,Yes,Medium,60.5,65.3,12.03,-5.9
STU12820,Anjali Kapoor,Male,19,Grade 12,Some College,7.5,78.7,No,Yes,Not Completed,8.1,38.5,45.0,34.0,30.0,42.2,No,High,39.5,36.3,5.9,3.7
STU12821,Rohan Sen,Male,16,Grade 12,High School,9.5,80.5,Yes,No,Completed,7.4,58.8,44.0,56.0,63.0,47.7,No,High,50.0,54.3,7.65,-11.1
STU12822,Aryan Dhawan,Female,18,Grade 10,Bachelor's Degree,10.6,74.1,Yes,Yes,Completed,5.6,61.2,62.0,65.0,50.0,64.7,Yes,Medium,63.5,59.0,7.85,3.5
STU12823,Priya Bhatt,Female,17,Grade 11,Associate Degree,5.4,75.7,Yes,Yes,Completed,6.6,52.2,41.0,44.0,58.0,44.5,No,High,42.5,47.7,4.09,-7.7
STU12824,Lavanya Sen,Male,15,Grade 10,Some College,11.4,84.8,No,No,Not Completed,9.0,42.9,41.0,31.0,41.0,40.2,No,High,36.0,37.7,9.67,-2.7
STU12825,Dev Patel,Male,16,Grade 10,Some College,2.0,82.0,Yes,No,Not Completed,6.3,46.3,39.0,48.0,38.0,51.0,Yes,High,43.5,41.7,1.64,4.7
STU12826,Ritu Saxena,Male,19,Grade 11,Associate Degree,9.7,94.9,Yes,Yes,Completed,9.6,65.0,74.0,71.0,64.0,70.8,Yes,Medium,72.5,69.7,9.21,5.8
STU12827,Abhinav Sen,Male,19,Grade 11,Bachelor's Degree,5.5,86.2,Yes,Yes,Completed,8.9,56.4,57.0,48.0,42.0,54.5,Yes,High,52.5,49.0,4.74,-1.9
STU12828,Aman Shukla,Female,17,Grade 11,Associate Degree,7.1,50.4,Yes,No,Not Completed,6.3,35.0,39.0,31.0,36.0,48.0,No,High,35.0,35.3,3.58,13.0
STU12829,Karan Pandey,Male,16,Grade 11,Master's Degree,7.4,83.4,Yes,Yes,Not Completed,7.8,50.2,41.0,53.0,56.0,48.5,No,High,47.0,50.0,6.17,-1.7
STU12830,Anjali Ghosh,Female,19,Grade 12,High School,4.0,84.7,Yes,Yes,Completed,6.5,48.1,36.0,39.0,38.0,36.0,No,High,37.5,37.7,3.39,-12.1
